Vrest,dVdt,APA,APD20,APD40,APD50,APD90,TriAP,DCai,Capeak,CaD50,CaD90,TriCa,dCa,SA,sex
-78.551,181.42,118.84,6.7613,108.47,143.47,274.47,131,101.42,285.82,250.47,533.47,283,185.23,1,0
-73.057,145.84,110.75,6.5318,60.908,104.91,284.91,180,108.87,311.64,274.91,583.91,309,204.12,1,0
-73.864,172.05,113.96,6.1477,34.543,76.543,239.54,163,45.21,241.59,363.54,698.54,335,197.8,1,1
-76.011,149.53,111.99,6.0815,94.708,132.71,299.71,167,135.86,343.31,284.71,610.71,326,209.65,1,0
-76.527,228.1,121.36,6.4178,103.11,138.11,310.18,172.07,261.04,479.88,251.99,576.18,324.19,222.34,1,0
-77.327,203.03,113.06,5.0138,43.082,95.082,258.08,163,395.93,625.11,223.08,547.32,324.24,233.88,1,1
-77.287,196.96,114.22,5.2709,20.443,79.995,240.93,160.94,119.52,284.54,237.93,538.93,301,165.96,1,1
-74.842,137.13,112.38,7.3523,93.676,131.68,324.68,193,378.98,578.38,204.68,502.68,298,202.35,1,1
-78.314,252.7,115.36,4.5964,31.606,79.606,221.42,141.82,186.39,402.46,214.42,505.42,291,217.39,1,1
-77.711,153.51,115.56,7.4443,109.15,139.15,275.15,136,129.18,352.96,265.15,569.15,304,225.35,1,0
-74.681,158.38,107.22,5.0495,33.12,87.12,269.12,182,108.52,319.58,305.12,645.12,340,213.39,1,1
-78.755,260.17,124.09,5.7288,58.479,101.48,237.48,136,162.02,355.89,234.48,532.48,298,195.21,1,0
-77.229,188.6,113.93,5.1999,44.945,95.945,245.95,150,99.077,292.8,245.95,536.95,291,194.55,1,1
-77.47,144.94,110.32,5.5003,95.491,128.49,268.49,140,69.593,245.44,348.49,689.49,341,177.95,1,0
-76.09,157.27,113.8,6.2484,91.971,126.97,291.97,165,119.48,351.91,383.97,731.97,348,237.75,1,1
-76.793,154.24,114.9,6.8493,57.392,94.392,261.39,167,440.57,661.2,220.39,538.53,318.13,225.52,1,1
-76.748,124.77,108.38,6.1314,52.04,84.04,237.04,153,172.72,361.2,227.04,534.04,307,190.01,1,1
-76.073,156.15,112.28,5.9443,41.418,79.903,246.24,166.33,204.94,395.13,204.24,485.24,281,191.27,1,1
-76.976,154.43,113.27,6.1328,66.927,115.93,287.93,172,366,583.75,218.93,531.93,313,221.42,1,1
-77.95,151.44,108.46,4.9749,59.067,101.07,238.07,137,102.71,289.16,318.07,670.07,352,189.18,1,1
-78.041,148.21,113.29,6.3854,71.065,110.06,247.06,137,192.64,405.99,276.06,616.06,340,216.75,1,1
-73.46,138.12,104.87,5.2921,21.071,66.232,235.23,169,35.959,233.86,375.23,715.23,340,199.28,1,0
-76.645,164.8,113.15,5.7529,99.411,131.41,288.41,157,97.581,301.9,346.41,689.41,343,207.3,1,1
-76.08,181.43,113.31,5.4912,53.917,93.917,253.92,160,177.37,388.77,211.92,492.92,281,212.51,1,0
-76.589,163.46,112.85,5.7209,97.575,130.58,280.58,150,106.47,319.99,284.58,606.58,322,215.28,1,0
-78.318,201.96,115.5,5.1854,91.743,128.74,270.74,142,194.43,378.63,233.74,550.74,317,186.29,1,0
-78.895,211.48,121.52,6.3533,64.026,106.03,240.34,134.31,348.68,554.78,195.34,473.34,278,208.1,1,0
-74.529,153.34,110.2,5.7374,36.567,81.567,254.57,173,56.466,256.36,381.57,724.57,343,202.13,1,1
-76.597,199.84,117.53,6.0498,93.934,129.93,291.93,162,142.78,344.24,291.93,625.93,334,204.1,1,1
-77.155,178.38,114.03,5.4806,80.931,114.93,257.38,142.44,100.11,310.71,294.38,622.38,328,212.42,1,0
-77.319,211.99,118.98,5.8926,59.035,98.035,246.27,148.24,176.35,401.19,270.27,598.27,328,227.47,1,0
-80.493,244.71,122.01,5.2104,22.172,56.175,181.17,125,104.65,301.99,281.17,608.17,327,198.94,1,1
-75.722,134.59,104.58,5.0522,53.618,90.618,251.62,161,123.33,327.89,273.62,614.62,341,206.72,1,1
-77.462,257.56,116.25,4.9449,40.926,83.926,231.93,148,154.53,385.89,233.93,529.93,296,232.69,1,0
-77.184,200.03,117.06,5.6797,84.508,121.51,271.51,150,141.26,331.7,274.51,603.51,329,192.67,1,1
-77.844,254.47,117.93,5.1793,34.799,77.234,236.23,159,313.59,522.61,203.23,505.23,302,211.47,1,0
-76.336,145.29,113.95,7.3604,86.46,121.46,286.46,165,303.86,545.6,265.46,604.43,338.97,246.94,1,1
-77.023,284.48,119.21,5.0918,83.767,122.77,278.77,156,167.57,360.56,260.77,588.77,328,195.39,1,1
-77.004,189.46,113.17,5.1268,18.131,59.382,190.38,131,30.799,211.48,402.38,744.38,342,182.2,1,1
-73.606,131.28,109.89,6.7653,72.682,105.68,278.68,173,124.93,364.24,351.68,700.68,349,243.53,1,0
-76.084,154.97,111.57,5.7353,65.343,113.34,297.34,184,316.61,545.56,241.34,571.34,330,233.19,1,0
-77.784,308.76,120.73,5.0098,47.093,90.093,237.09,147,225.73,478.27,265.09,600.09,335,256.16,1,0
-77.497,265.33,118.53,5.0596,12.638,60.369,225.37,165,169.94,369.89,270.37,605.37,335,202.63,1,1
-74.848,129.5,110.3,7.1127,86.95,120.95,287.95,167,100.72,306.27,322.95,658.95,336,207.91,1,0
-78.432,224.02,120.06,5.6516,45.054,77.698,211.7,134,235.26,451.58,185.7,435.7,250,217.08,1,0
-75.494,137.46,110.71,6.2499,75.016,128.02,316.02,188,330.61,556.5,157.02,381.02,224,226.51,1,0
-75.237,122.92,108.08,6.3754,97.564,138.56,321.56,183,321.62,513.09,184.56,463.56,279,193.14,1,1
-73.828,126.42,107.59,6.2258,36.703,70.703,224.7,154,32.678,260.01,276.7,580.7,304,227.72,1,0
-76.799,151.44,110.49,5.4128,58.59,103.59,254.86,151.27,82.182,275.93,277.86,588.86,311,194.85,1,1
-73.91,126.14,107.96,6.2006,51.517,99.517,284.52,185,259.61,459.61,160.52,383.52,223,200.3,1,1
-79.561,254.23,120.24,5.1616,41.744,79.744,203.93,124.19,146.6,360.37,278.93,618.93,340,216.39,1,1
-75.944,132.24,108.4,5.6813,50.653,87.653,257.65,170,305.27,560.24,244.65,573.65,329,259.06,1,1
-76.105,168.98,113.13,5.7224,44.598,92.598,267.6,175,205.24,419.28,250.6,571.6,321,216.53,1,1
-77.539,192.88,116.77,5.8464,80.234,116.23,268.23,152,194.33,388.29,258.23,591.23,333,196.86,1,0
-74.512,156.28,113.08,6.4443,74.253,113.25,305.29,192.03,327.47,571.09,247.29,576.29,329,248.14,1,1
-76.843,201.55,117.74,5.9681,102.56,140.56,302.56,162,216.52,402.09,204.56,486.56,282,186.86,1,0
-76.189,231.61,113.79,5.018,80.476,118.48,283.48,165,183.99,393.86,244.48,565.48,321,212.14,1,1
-73.294,133.97,108.48,6.1556,95.678,132.68,321.68,189,163.66,380.27,213.68,485.68,272,217.59,1,1
-75.053,175.42,112.87,5.6173,95.243,136.24,329.64,193.4,137.24,339.8,298.64,632.64,334,205.21,1,0
-75.144,132.58,110.93,7.083,107.86,139.86,316.86,177,208.05,434.45,284.86,623.86,339,230.35,1,1
-75.666,144.37,113.04,7.0611,69.72,113.72,290.72,177,332.74,569.33,168.72,396.72,228,237.32,1,1
-74.059,131.56,108.32,6.0087,43.619,78.898,274.9,196,306.28,543.65,200.9,475.9,275,238.98,1,0
-76.625,131.9,108.73,5.7345,46.955,93.955,262.95,169,309.91,540.76,230.95,551.95,321,234.37,1,0
-74.26,127.05,106.86,5.8259,43.512,79.512,251.51,172,113.03,347.55,255.51,549.51,294,235.5,1,1
-75.788,180.05,114.23,5.7514,51.643,95.643,258.64,163,51.326,239.04,358.64,692.64,334,189.28,1,0
-76.614,132.97,111.46,6.973,111.3,144.3,306.3,162,210.2,432.78,239.3,546.3,307,224.75,1,1
-77.508,147.79,109.78,5.3453,24.746,65.608,226.61,161,109.63,306.5,221.61,489.61,268,197.34,1,0
-78.027,213.63,115.15,5.0655,55.932,93.932,243.93,150,255.99,479.57,289.93,655.93,366,230.2,1,1
-78.406,205.45,119.25,5.96,106.25,137.25,272.07,134.82,244.72,451.35,166.25,401.07,234.82,207.44,1,0
-78.361,200.58,113.43,4.9031,55.998,97.998,235,137,176.18,390.15,271,616,345,217.12,1,1
-77.629,255.9,116.31,4.901,29.164,73.805,242.8,169,366.08,579.17,175.8,441.8,266,214.66,1,1
-77.458,156.2,112.5,5.6808,87.099,128.1,276.11,148.01,285.01,512.48,153.1,373.11,220.01,228.08,1,1
-79.929,224.42,118.14,5.0582,78.181,115.18,229.22,114.04,166.36,359.34,268.22,608.22,340,195.8,1,1
-76.928,145.63,108.55,5.1275,26.987,63.987,207.99,144,88.649,338.66,351.99,704.99,353,253.13,1,1
-76.901,172.92,110.15,4.9594,29.25,89.25,249.25,160,149.22,345.7,194.25,451.25,257,196.95,1,1
-73.97,175.82,108.74,5.1747,73.744,108.74,286.74,178,113.37,366.13,339.74,688.74,349,256.2,1,0
-77.587,171.57,116.08,6.2342,67.602,98.602,242.6,144,273.81,492.56,257.6,604.6,347,223.46,1,0
-76.919,125.74,108.47,5.8848,39.996,79.996,231,151,92.748,311.9,309,638,329,220.9,1,0
-76.465,156.08,115.33,7.264,94.431,130.43,288.43,158,107.36,340.11,352.43,691.43,339,235.96,1,0
-77.329,179.44,112.97,5.2442,55.876,99.876,244.88,145,92.102,295.6,347.88,696.88,349,206.52,1,0
-74.946,144.57,107.38,5.3818,17.457,69.614,259.61,190,72.188,252.03,320.61,653.61,333,181.4,1,0
-75.073,131.91,109.7,6.2722,84.132,123.13,299.02,175.89,218.14,423.69,197.13,467.02,269.89,206.57,1,1
-73.874,194.58,117.46,6.7303,68.43,108.43,295.43,187,180.85,401.87,338.43,695.43,357,227.1,1,1
-76.541,197.29,116.19,5.6734,67.394,118.39,293.39,175,345.12,551.58,204.39,499.39,295,209.04,1,0
-73.514,137.37,101.37,4.9909,52.14,105.14,307.14,202,204.09,399.37,253.14,598.14,345,198.58,1,1
-77.608,232.45,119.04,5.4802,62.887,96.887,243.28,146.39,144.33,354.23,305.91,659.91,354,213.49,1,0
-74.178,127.46,104.48,5.337,55.028,100.03,292.03,192,197.32,398.43,282.03,640.03,358,205.47,1,0
-75.272,137.78,108.92,5.7978,59.278,93.278,248.28,155,56.767,263.01,330.28,665.28,335,207.65,1,1
-79.282,245.88,118.57,5.1451,40.413,85.4,226.4,141,371.45,585.95,235.4,576.4,341,220.04,1,0
-77.257,190.8,114.14,5.3428,18.779,57.381,186.38,129,28.525,218.59,349.38,689.38,340,190.93,1,0
-76.444,159.5,109.61,5.2369,38.582,85.582,239.58,154,54.62,253.93,301.58,622.58,321,200.3,1,0
-76.763,171.57,113.31,5.5039,57.456,102.46,256.46,154,107.43,339.44,304.46,634.57,330.11,233.98,1,1
-77.434,248.57,120.7,5.6775,87.224,125.22,283.22,158,239.51,454.44,301.22,658.22,357,221.1,1,0
-77.264,187.7,117.49,6.174,76.303,116.3,274.12,157.81,293.87,482.79,184.3,452.12,267.81,190.21,1,0
-78.816,308.16,122.62,4.9834,15.545,66.789,190.79,124,62.635,271.56,317.79,657.79,340,210.39,1,1
-77.234,150.76,108.08,4.887,33.466,76.466,215.47,139,72.113,289.75,324.47,667.47,343,219.49,1,1
-75.557,162.86,111.55,5.5475,26.096,82.403,263.4,181,77.476,295.19,332.4,663.4,331,219.53,1,0
-77.655,258.6,117.7,4.9976,42.38,86.38,241.38,155,278.14,499.5,208.38,507.38,299,223.53,1,0
-76.034,159.57,108.28,5.0337,48.428,104.43,280.43,176,286.94,498.17,191.43,477.43,286,212.96,1,0
-77.052,197.73,118.9,6.2603,97.258,132.26,289.66,157.4,238.35,454.39,276.66,619.66,343,220.54,1,0
-75.952,204.7,115.61,5.6053,71.883,107.88,266,158.12,77.654,290.4,339,680,341,214.87,1,0
-77.562,158.24,117.16,8.1852,113.42,145.42,290.53,145.12,153.79,354.07,281.53,603.53,322,202.64,1,0
-75.967,170.29,111.39,5.5113,79.849,115.85,282.09,166.24,185.38,394.23,232.09,541.09,309,210.7,1,1
-74.602,138.74,106.65,5.4549,56.641,97.641,267.64,170,213.05,418.43,180.64,440.64,260,206.22,1,1
-76.12,155.7,111.86,5.8779,68.025,99.025,245.02,146,60.251,266.39,315.02,647.02,332,207.45,1,0
-78.132,281.57,125.92,6.0199,57.712,100.71,238.71,138,143.65,352.03,295.7,633.7,338,211.2,1,1
-77.173,197.28,119.74,6.6514,96.096,131.1,282.07,150.97,164.73,400.37,279.07,597.07,318,238.12,1,1
-79.791,179.86,119.55,7.199,90.579,116.58,233.58,117,221.29,445.12,264.58,601.73,337.15,227.51,1,0
-77.762,162.69,113.78,5.7742,100.72,132.72,270.72,138,123.91,352.17,297.72,628.72,331,230.65,1,0
-76.205,204.62,112.51,5.184,38.163,102.98,280.42,177.44,295.46,473.94,177.98,448.42,270.44,179.76,1,0
-78.274,163.11,115.88,6.4757,82.661,121.66,266.73,145.07,383.26,611.39,214.66,519.73,305.07,231.65,1,0
-75.943,174.94,115.52,6.2965,31.501,89.766,289.77,200,486.83,685.83,153.77,377.77,224,199.84,1,1
-77.026,142.22,112.49,6.6175,97.484,132.48,278.81,146.33,104.41,322.06,384.02,731.02,347,222.26,1,1
-74.852,123.75,110.22,7.5238,110.19,141.19,319.19,178,122.33,332.05,326.19,665.19,339,212.77,1,0
-78.843,186.66,115.63,5.5427,94.119,129.12,260.12,131,251.68,456.96,215.12,516.12,301,207.45,1,0
-74.971,165.22,109.71,5.3301,38.591,81.591,251.59,170,110.89,311.63,258.59,571.59,313,202.02,1,1
-77.648,186.54,114.23,5.5231,76.237,121.24,280.24,159,363.53,579.24,193.24,480.24,287,218.08,1,1
-78.599,234.56,119.96,5.3703,85.042,124.04,256.04,132,102.46,301.15,341.04,685.04,344,201.75,1,0
-79.051,169.6,113.83,5.5124,74.361,112.36,242.36,130,242.78,445.68,184.36,453.36,269,203.97,1,1
-77.552,180.91,117.36,6.247,77.865,109.87,251.87,142,159.58,384.01,288.87,625.87,337,227.42,1,1
-77.482,219.93,118.99,5.5644,46.612,97.612,251.61,154,135.07,316.58,214.61,484.61,270,182.12,1,1
-75.572,159.38,112.45,5.9619,88.79,124.79,285.1,160.31,139.14,359.85,345.1,697.1,352,225.36,1,1
-75.305,132.96,109.84,6.3406,84.857,121.86,289.86,168,166.98,355.66,193.86,451.86,258,189.28,1,0
-76.219,188.3,110.07,4.925,35.18,83.521,261.52,178,253.23,449.85,234.52,570.52,336,200.01,1,1
-76.731,160.45,111.54,5.4704,73.466,117.47,278.47,161,187.43,407.23,244.47,556.47,312,221.8,1,0
-77.416,190.79,114.74,5.364,37.505,80.968,245.97,165,278.57,478.7,236.97,570.97,334,203.91,1,1
-75.926,121.47,109.29,6.9019,81.103,117.1,277.62,160.51,321.26,558.23,187.1,449.62,262.51,238.46,1,1
-76.291,120.7,107.79,6.0749,44.36,84.36,259.36,175,389.95,614.34,195.36,488.36,293,227.12,1,0
-76.039,187.84,110.54,5.037,32.334,72.802,260.8,188,355.44,576.36,216.8,538.8,322,224.78,1,0
-76.813,134.71,109.59,5.7825,48.118,87.118,228.44,141.33,33.22,221.63,331.44,658.44,327,189.18,1,0
-77.419,261.31,114.08,4.4062,26.746,81.339,255.34,174,320.76,529.49,220.34,545.34,325,212.39,1,1
-76.66,192.72,116.11,5.8622,93.013,134.01,303.01,169,327.01,546.53,184.01,454.01,270,221.09,1,0
-75.606,181.12,109.41,5.0668,16.121,57.217,223.22,166,70.27,251.45,316.22,657.22,341,182.74,1,0
-79.446,282.46,124.69,5.492,39.27,81.429,216.5,135.07,328.87,531.87,215.5,525.5,310,206.1,1,1
-76.659,152.9,110.19,5.4549,33.035,71.035,227.77,156.73,83.622,279.99,338.77,689.77,351,198.88,1,1
-74.653,205.84,111.07,5.2254,39.725,85.725,254.73,169,83.394,276.52,344.73,694.73,350,195.8,1,0
-77.139,206.27,121.72,7.1178,58.434,95.434,241.43,146,280.77,487.3,216.43,509.43,293,208.6,1,0
-78.116,135.52,111.78,6.5322,95.305,127.3,248.3,121,86.23,307.12,195.3,428.3,233,221.53,1,1
-77.418,306.92,118.1,4.602,11.841,63.785,211.78,148,161.5,395.26,286.78,634.78,348,237.1,1,0
-77.11,150.88,111.54,5.8283,57.327,91.327,236.33,145,68.446,262.13,310.33,643.33,333,195.07,1,1
-78.089,271.96,118.77,5.0972,46.862,107.86,264.86,157,341.23,547.26,209.86,516.86,307,209.07,1,0
-79.878,229.92,121.4,5.7025,62.261,94.261,202.26,108,89.036,295.77,204.26,451.26,247,207.32,1,1
-74.74,149.15,109.67,5.6531,77.857,109.86,271.86,162,147.26,387.28,293.86,632.86,339,243.02,1,1
-79.209,241.88,117,4.8111,49.653,96.653,228.06,131.41,246.37,454.55,187.06,460.06,273,209.37,1,1
-77.085,130.54,110.39,6.3153,77.377,128.38,303.38,175,448.34,669.77,199.38,493.38,294,224.81,1,0
-75.986,138.78,109.27,5.7529,56.933,97.933,267.93,170,299.51,547.81,209.93,501.93,292,250.49,1,1
-77.63,191.41,114.68,5.4288,61.259,107.26,258.26,151,292.37,521.68,258.26,599.26,341,234.22,1,1
-77.688,192.05,119.43,6.6393,76.123,110.12,247.56,137.44,81.692,304.24,266.56,555.56,289,223.33,1,0
-77.415,242.17,123.45,6.6104,117.12,151.12,309.12,158,221.51,452.35,279.12,607.12,328,234.52,1,0
-77.419,272.76,125.33,6.1165,83.751,120.75,266.75,146,184.55,439.77,335.26,687.26,352,260.89,1,0
-76.478,156.4,113.77,6.3285,99.664,136.66,300.66,164,208.19,392.57,239.66,558.66,319,186.74,1,0
-76.887,284.85,121.38,5.4124,15.108,73.597,226.6,153,84.432,280.45,299.6,627.75,328.15,197.51,1,1
-75.953,151.93,110.61,5.6271,43.576,90.576,257.58,167,140.14,334.29,284.58,623.58,339,196.68,1,0
-79.003,162.82,116.8,6.9953,55.478,82.478,200.48,118,156.89,370.03,304.48,650.48,346,216.7,1,1
-75.479,158.7,110.45,5.394,22.877,72.425,237.43,165,44.979,247.06,326.43,653.43,327,203.05,1,1
-73.886,142.93,111.38,6.681,87.473,128.47,317.47,189,262.88,481.29,208.47,491.47,283,220.14,1,1
-74.894,135.02,111.02,6.9013,115.82,147.82,323.82,176,155.16,361.4,239.82,536.82,297,207.7,1,0
-77.676,187.46,115.1,5.6141,74.895,122.89,280.89,158,324.92,508.93,170.89,428.89,258,185.15,1,0
-77.496,153.76,112.74,5.8095,55.143,107.14,257.14,150,152.5,331.17,240.14,545.14,305,180.04,1,0
-78.242,167.61,113.23,5.4576,52.462,93.462,236.46,143,237.62,439.68,209.46,508.77,299.31,203.86,1,1
-75.989,120.66,105.9,5.5142,34.569,84.569,252.57,168,107.26,297.33,280.57,606.57,326,191.67,1,1
-73.562,175.88,112.41,5.8259,75.605,119.61,326.56,206.96,194.14,410.26,283.56,623.56,340,219.75,1,1
-77.406,179.3,114.18,5.4344,75.073,111.07,252.07,141,112.93,334.94,284.32,609.32,325,223.83,1,1
-76.375,148.15,110.45,5.7011,51.247,94.247,257.25,163,225.84,436.66,203.25,484.25,281,212.1,1,1
-75.495,135.25,107.79,5.629,71.407,119.41,297.41,178,182.14,391.69,226.41,522.41,296,210.98,1,1
-77.523,133.47,109.56,5.7402,36.634,69.806,225.81,156,316.05,530.45,190.81,467.81,277,216.01,1,1
-75.115,145.52,108.71,5.5716,47.112,91.112,269.21,178.09,193.76,403.29,252.21,581.21,329,212.12,1,1
-76.978,170.84,111.8,5.3566,63.886,107.89,268.89,161,234.21,431.54,204.89,497.89,293,198.94,1,1
-78.474,224.6,120.17,5.6373,63.12,98.12,235.12,137,173.16,383.14,288.12,637.12,349,213.65,1,1
-74.874,185.19,113.36,5.6545,89.789,132.79,320.79,188,181.34,404.32,208.79,476.79,268,223.95,1,0
-73.974,141.02,105.33,5.2535,17.842,69.516,247.78,178.26,35.227,206.99,301.78,615.78,314,172.33,1,0
-79.096,220.41,122.28,6.3417,94.964,124.96,256.96,132,213.59,436.47,259.96,587.96,328,226.03,1,1
-77.198,174.09,118.37,7.3898,105.63,140.63,289.86,149.22,166.22,344.28,210.63,481.86,271.22,178.91,1,1
-75.452,125.67,108.11,6.2803,78.201,114.2,278.2,164,82.903,265.76,292.2,615.2,323,184.2,1,1
-78.642,186.87,116.1,5.7278,41.431,85.431,230.43,145,530.75,784.68,166.43,414.43,248,255.85,1,0
-74.808,121.03,108.45,6.7003,94.87,129.87,309.01,179.14,161.82,373.09,271.01,597.01,326,213.66,1,1
-76.913,129.3,111.82,7.7249,113.53,149.53,304.53,155,80.161,242.05,329.53,657.53,328,163.69,1,1
-75.199,137.42,110.04,6.1881,68.204,104.2,279.2,175,332.44,579.99,252.2,592.2,340,252.8,1,0
-78.293,306.94,122.2,5.1941,43.61,92.259,235.26,143,313.35,539.47,223.26,539.26,316,229.41,1,1
-75.259,155.43,112.9,6.3298,97.452,135.45,310.45,175,118.82,338.34,263.45,562.45,299,220.84,1,1
-77.057,125.34,110.59,7.1988,79.239,119.24,276.24,157,394.37,627.36,204.24,495.24,291,235.9,1,0
-77.634,225.87,119.45,5.689,88.117,132.12,291.12,159,246.65,461.69,234.12,544.12,310,217.56,1,1
-75.166,125.7,103.88,5.0586,16.523,56.773,237.77,181,48.96,222.19,362.77,705.77,343,174.87,1,1
-77.27,203.84,115.77,5.3852,80.487,121.49,271.49,150,168.23,384.9,214.49,491.49,277,217.73,1,1
-77.555,185.24,114.84,5.3989,62.444,117.44,273.44,156,310.05,533.98,172.44,418.44,246,224.98,1,0
-76.867,197.39,113.16,5.1014,39.645,71.199,230.2,159,289.38,520.26,202.2,498.2,296,232.97,1,1
-77.101,255.87,118.19,5.129,44.872,89.872,238.87,149,130.61,349.92,300.87,641.87,341,222.09,1,0
-77.745,224.64,119.29,5.6352,96.104,136.1,297.1,161,216.02,442.84,304.1,653.1,349,231.95,1,1
-75.412,186.01,111.07,5.1679,17.63,63.799,218.8,155,45.42,237.34,324.8,661.8,337,192.94,1,1
-75.002,151.96,105.53,4.9728,25.87,71.87,261.87,190,187.5,421.61,284.87,635.87,351,238.06,1,1
-75.858,159.87,108.31,5.0053,31.014,88.014,256.82,168.81,138.71,337.71,211.82,486.82,275,199.69,1,0
-74.611,170.13,111.44,5.5939,62.771,101.77,281.77,180,184.1,372.16,268.77,612.77,344,191.34,1,1
-74.226,158.69,110.71,5.8356,81.418,121.42,299.4,177.98,129,337.87,221.42,495.4,273.98,209.77,1,0
-78.625,201.3,119.8,6.2735,92.487,127.49,262.49,135,281.7,508.78,256.49,589.49,333,231.39,1,1
-76.55,208.17,119.13,6.1232,83.309,121.31,285.59,164.28,256,486.33,249.59,572.59,323,233.65,1,0
-75.368,221.74,113.65,5.2171,14.843,56.973,257.97,201,249.4,443.17,185.97,448.97,263,194.64,1,1
-75.709,167.1,111.62,5.5517,32.157,76.157,236.16,160,60.888,273.81,331.16,667.16,336,214.38,1,1
-75.271,138.39,109.94,6.0308,82.71,117.71,280.2,162.49,181.47,396.72,203.71,471.2,267.49,216.22,1,1
-78.743,221.69,123.59,6.8508,75.632,119.63,255.63,136,350.05,565.13,189.63,453.63,264,216.66,1,1
-74.84,131.95,106.99,5.587,60.429,101.43,288.43,187,275.68,480.88,224.43,549.43,325,208.34,1,1
-76.708,176,113.48,5.5778,75.909,116.91,274.91,158,122.68,336.27,327.91,673.91,346,216.91,1,0
-75.937,158.76,111.34,5.6075,58.609,94.609,252.61,158,141.43,364.98,322.61,677.61,355,227.6,1,0
-79.46,228.59,119.42,5.2232,79.178,118.18,237.18,119,140.89,327.63,235.18,535.18,300,187.96,1,0
-79.196,193.37,111.03,4.529,31.845,69.954,202.04,132.08,224.93,430.91,228.04,558.04,330,208.67,1,0
-76.284,196.77,117.17,6.0633,81.098,118.1,282.08,163.99,207.2,443.93,290.08,634.08,344,240.97,1,1
-78.633,204.99,119.73,6.0897,63.913,103.91,228.91,125,109.75,328.65,306.91,639.91,333,221.09,1,1
-77.861,173.54,115.36,5.8955,83.822,115.82,252.82,137,152.91,375.06,222.82,502.82,280,223.26,1,0
-79.039,194.17,117.73,5.5979,66.715,104.72,231.72,127,228.99,434.17,236.72,558.72,322,207.86,1,0
-79.192,206.64,114.61,4.8421,52.374,97.374,218.37,121,120.53,304.09,301.37,653.37,352,186.41,1,1
-76.618,128.05,111.17,7.2761,106.77,137.77,302.2,164.43,218.28,454.34,291.2,636.2,345,240.66,1,0
-76.001,133.43,109.35,6.0688,59.633,88.633,232.63,144,104.9,367.89,300.63,632.63,332,264.86,1,1
-76.643,172.77,116.56,6.5709,92.486,126.49,292.49,166,251.75,474.44,283.49,630.76,347.28,227.94,1,0
-74.219,140.03,109.91,6.173,97.418,133.42,325.42,192,239.87,479.46,232.42,536.42,304,241.93,1,0
-75.661,157.4,110.79,5.6849,62.742,111.74,274.74,163,94.6,262.56,181.74,403.74,222,168.13,1,1
-77.861,226.41,114.02,4.8619,40.957,102.7,248.7,146,189.42,390.6,189.7,451.7,262,201.93,1,1
-76.276,206.39,114.82,5.2877,65.517,104.52,265.52,161,148.04,371.07,326.52,682.52,356,227.47,1,0
-74.574,172.52,114.87,6.2798,67.855,105.86,279.86,174,99.311,327.23,337.86,675.86,338,230.58,1,1
-75.793,262.44,126.79,7.0543,82.626,128.63,311.63,183,346.99,587.56,277.63,618.63,341,247.14,1,0
-75.403,161.67,114.35,6.4789,49.843,86.425,260.42,174,323.72,541.91,208.42,500.42,292,220.48,1,1
-76.875,171.04,115.09,5.9682,50.011,97.962,263.96,166,393.32,612.52,163.96,404.96,241,220.25,1,1
-76.322,162.77,110.73,5.3503,57.202,109.2,281.2,172,301.24,509.94,183.2,454.2,271,210.14,1,1
-76.598,210.04,118.53,5.8901,60.921,105.92,264.92,159,139.08,344.71,307.92,649.92,342,208.74,1,1
-75.248,159.39,111.87,5.8881,80.606,116.61,279.61,163,116.39,344.9,290.61,614.61,324,230.4,1,1
-76.038,138.77,108.43,5.5214,62.39,111.39,276.39,165,106.51,299.44,261.39,570.39,309,194.13,1,0
-75.905,201.3,109.21,4.8197,34.154,71.154,224.15,153,113.63,359.69,313.15,665.15,352,248.98,1,1
-76.732,143.59,108.73,5.3847,59.009,93.009,233.01,140,90.509,310.98,358.01,712.15,354.14,223.86,1,0
-77.583,172.43,111.52,5.2319,50.151,100.15,252.15,152,211.89,397.64,162.15,401.15,239,186.15,1,1
-75.181,178.41,116.39,6.5024,106.69,140.69,312.54,171.85,125.65,351.33,380.54,725.54,345,230.82,1,1
-73.978,120.92,106.7,6.0916,80.965,115.97,297.97,182,74.049,286.53,387.97,730.97,343,215.64,1,0
-76.194,124.63,104.54,5.0876,47.891,92.891,249.89,157,86.248,274.06,264.89,583.89,319,188.9,1,1
-75.221,136.54,113.37,8.3767,90.86,134.86,325.86,191,300.48,507.16,195.86,461.86,266,207.99,1,0
-77.589,232.93,125.31,7.1961,82.801,120.8,269.8,149,286.57,536.31,274.8,607.8,333,254.61,1,1
-77.104,190.32,112.59,5.1441,38.861,76.861,219.86,143,65.962,273.28,314.86,652.86,338,208.75,1,0
-75.145,149,107.33,5.2035,67.185,119.18,309.18,190,215.12,421.7,220.18,525.18,305,208.44,1,0
-76.895,158.98,113.7,6.0935,49.125,91.125,254.12,163,289.92,506.77,220.12,524.12,304,219.37,1,0
-75.64,155.91,109.33,5.3435,31.807,79.807,254.81,175,120.27,352.07,282.81,604.81,322,233.56,1,0
-75.118,131.22,107.91,5.8379,102.87,136.87,313.87,177,119.37,316.74,299.87,633.87,334,199.74,1,0
-78.413,319.16,124.41,5.4063,91.975,133.97,293.97,160,405.44,637.76,199.97,486.97,287,235.14,1,1
